Mission ID,mission_date,country,target_country,aircraft_series,high_explosives_weight_tons,incendiary_devices_weight_tons,fragmentation_devices_weight_tons,total_weight_tons,mission_type
137902,1945-06-21,USA,FRENCH INDO CHINA,P38,2.0,,,9.0,BOMBING
138311,1945-06-22,USA,PHILIPPINE ISLANDS,P51,3.0,,,5.0,BOMBING
138741,1945-06-24,USA,PHILIPPINE ISLANDS,P51,,,3.0,5.0,BOMBING
139118,1945-06-25,USA,JAPAN,B29,12.0,,,2.0,BOMBING
139557,1945-06-26,USA,CHINA,P61,2.0,,,8.0,BOMBING
139915,1945-06-27,USA,CHINA,P51,,,9.0,2.0,BOMBING
140320,1945-06-29,USA,FORMOSA AND RYUKYU ISLANDS,B24,23.0,,,25.0,BOMBING
140751,1945-07-01,USA,JAPAN,B29,,531.0,,0.2655,BOMBING
140792,1945-07-02,USA,FORMOSA AND RYUKYU ISLANDS,B24,,,13.0,11.0,BOMBING
141107,1945-07-03,USA,JAPAN,B29,24.0,463.0,,0.2435,BOMBING
141503,1945-07-04,USA,BORNEO,B24,3.0,,,6.0,BOMBING
141558,1945-07-06,USA,PHILIPPINE ISLANDS,P38,,12.0,,32.0,BOMBING
142077,1945-07-08,USA,FRENCH INDO CHINA,P51,8.0,,,7.0,BOMBING
142476,1945-07-09,USA,JAPAN,B24,6.0,,12.0,12.0,BOMBING
142899,1945-07-12,USA,JAPAN,B29,,545.0,,345.0,BOMBING
143268,1945-07-13,USA,FRENCH INDO CHINA,B25,3.0,,,2.0,BOMBING
144066,1945-07-16,USA,JAPAN,B29,,831.0,,0.4155,BOMBING
145761,1945-07-23,USA,JAPAN,B29,794.0,,,79.0,BOMBING
146173,1945-07-25,USA,FRENCH INDO CHINA,B25,3.0,,,5.0,BOMBING
147094,1945-07-28,USA,PHILIPPINE ISLANDS,B25,8.0,6.0,,24.0,BOMBING
148605,1945-08-02,USA,PHILIPPINE ISLANDS,P38,,2.0,,8.0,BOMBING
148663,1945-08-04,USA,CHINA,B24,,,6.0,4.0,BOMBING
148642,1945-08-04,USA,PHILIPPINE ISLANDS,B25,,1.0,,7.0,BOMBING
148696,1945-08-05,USA,CHINA,P51,9.0,,,2.0,BOMBING
149931,1945-08-08,USA,CHINA,P51,2.0,,,8.0,BOMBING
151193,1945-08-13,USA,JAPAN,B29,4.0,,,3.0,BOMBING
